CustomerID,Recency,Frequency,Monetary
17064,116,9,3884.43
17068,33,38,6808.71
17069,171,14,2476.08
17071,17,8,1380.33
17075,62,6,432.87
17076,253,5,1113.76
17082,66,11,518.63
17085,179,39,6255.57
17090,177,2,104.59
17091,70,20,4047.0499999999997
17094,66,8,1838.87
17095,132,5,757.08
17097,100,29,6366.26
17105,2,27,5244.66
17114,146,11,2913.33
17118,63,7,1826.8400000000001
17126,241,28,6946.73
17128,145,6,1013.73
17135,335,6,1474.78
17146,200,6,2330.7400000000002
17147,28,8,974.22
17158,217,16,2205.91
17179,229,8,1926.74
17180,46,32,6340.46
17181,359,2,340.01
17188,42,27,3603.01
17189,203,19,4361.86
17191,291,36,8363.87
17194,221,13,1581.81
17198,259,44,10181.630000000001
17204,179,3,365.0
17211,173,25,5046.74
17213,51,20,3917.62
17214,13,15,2017.5900000000001
17218,143,59,8493.0
17220,34,38,8018.23
17223,18,27,8120.650000000001
17226,10,13,2433.38
17227,302,3,312.58
17228,26,25,4215.47
17230,20,39,6540.31
17231,97,36,7679.13
17235,343,7,1897.21
17236,70,15,2662.79
17238,89,51,10469.93
17239,35,14,2786.25
17243,88,36,6393.93
17251,243,22,2084.51
17256,31,7,1034.64
17259,296,32,6267.88
17262,271,1,22.57
17277,90,29,4434.43
17284,149,49,6977.85
17287,286,9,2192.47
17288,112,5,1462.54
17291,8,1,127.8
17293,5,15,2432.74
17303,230,21,2919.67
17306,59,5,208.56
17307,257,1,25.19
17311,55,19,3998.16
17314,28,15,3798.54
17315,6,51,9102.8
17320,289,11,1872.09
17324,132,7,1712.53
17329,41,9,2676.15
17334,12,7,1703.84
17337,17,139,38162.49
17338,130,56,7485.06
17339,258,1,46.4
17340,174,61,11243.869999999999
17341,273,65,12546.75
17343,180,8,1197.49
17346,210,21,3435.39
17356,27,14,2038.01
17358,182,26,4984.81
17362,16,6,1005.0999999999999
17364,93,16,2340.11
17365,136,29,4891.27
17368,66,22,2973.83
17371,227,4,1364.03
17372,59,39,8938.69
17373,34,9,2214.71
17375,29,25,4417.13
17376,23,5,676.37
17377,186,28,4255.23
17381,10,14,2876.7799999999997
17389,29,14,2736.13
17392,4,34,7821.58
17396,335,2,41.97
17400,172,17,6693.73
17402,121,13,2428.17
17404,45,33,4722.04
17406,126,47,8080.12
17411,263,2,182.81
17412,193,14,2355.22
17418,96,7,1151.97
17419,103,18,2451.37
17420,364,5,589.52
17428,137,20,2493.31
17430,261,3,1320.0
17431,37,26,6923.52
17442,257,1,235.92
17446,19,3,886.1700000000001
17449,210,38,7396.62
17450,137,23,3284.8
17454,211,7,1110.54
17456,257,7,993.56
17457,12,5,850.5
17460,67,6,534.44
17463,36,57,10939.88
17470,288,6,1310.96
17491,108,7,373.89
17496,203,4,318.0
17504,92,14,2318.9900000000002
17507,12,33,6161.4800000000005
17511,22,106,19707.45
17515,67,14,2869.71
17517,10,8,1083.41
17519,224,9,1898.84
17524,229,1,277.68
17525,209,4,446.22
17526,223,6,581.2
17530,254,29,5744.59
17540,50,2,371.75
17547,341,2,174.13
17548,363,4,609.53
17551,206,17,2888.55
17552,335,2,1184.81
17555,145,23,4042.9900000000002
17560,20,2,231.89
17567,340,6,2672.12
17569,133,14,1931.41
17572,357,2,450.43
17576,104,25,6761.73
17580,32,26,5021.27
17581,123,39,5570.81
17585,161,17,3341.94
17591,59,42,6822.33
17593,172,11,911.18
17596,299,28,5172.66
17602,98,56,12728.2
17604,30,19,4092.35
17609,116,33,7693.71
17611,84,104,18767.59
17616,288,1,125.5
17618,235,22,2765.14
17619,31,46,6486.86
17621,33,12,2526.03
17629,137,9,1325.52
17633,203,1,21.99
17634,157,24,4423.79
17643,354,4,629.8
17644,88,1,19.59
17646,258,5,998.48
17655,195,5,303.7
17659,194,6,1609.54
17671,258,1,426.24
17672,14,19,5266.07
17673,82,38,8052.72
17674,303,5,472.38
17675,28,26,5566.53
17676,271,3,1358.68
17677,70,28,3480.15
17682,294,6,1512.3899999999999
17685,5,22,3621.27
17690,112,38,7514.27
17691,194,6,679.25
17692,207,15,2954.5
17696,153,4,1299.36
17700,257,2,55.17
17702,259,3,582.65
17706,278,18,2498.4700000000003
17707,150,1,42.53
17708,103,16,3229.1
17714,88,6,577.06
17720,287,1,55.49
17722,59,49,6733.0
17730,70,6,1280.23
17732,349,11,2067.11
17735,63,28,7354.95
17739,138,2,799.6800000000001
17742,137,8,1284.98
17744,93,17,2649.08
17752,203,1,164.0
17757,48,56,9555.28
17760,353,7,958.5799999999999
17769,87,23,4246.56
17771,95,9,2358.68
17786,60,10,2267.2200000000003
17787,96,41,7574.16
17790,190,15,2093.42
17796,39,46,10302.76
17799,79,60,10168.02
17800,144,7,666.22
17802,342,5,887.19
17809,331,3,894.62
17811,21,76,14348.64
17812,289,11,2089.0
17816,258,2,1900.04
17819,238,4,1418.85
17820,203,1,397.36
17827,250,51,8015.07
17838,256,16,4858.01
17841,18,263,53896.3
17848,17,5,276.53
17849,140,2,1463.96
17850,340,177,37714.02
17855,349,9,1577.37
17857,195,4,586.97
17858,83,28,4905.66
17860,298,30,3701.22
17861,80,6,921.1700000000001
17862,96,8,1092.12
17863,21,23,4297.32
17865,187,23,5275.3
17869,288,6,874.5799999999999
17870,280,1,49.99
17873,354,4,1270.8400000000001
17880,252,10,2020.75
17884,27,54,9664.87
17888,62,7,1004.78
17889,88,9,1161.83
17890,91,40,8129.04
17894,32,56,10913.87
17897,281,33,6668.98
17905,171,10,1833.67
17908,362,32,5929.04
17912,19,19,2167.45
17913,185,12,1233.35
17917,239,17,2905.5299999999997
17920,41,64,12159.78
17924,178,4,290.25
17925,349,1,26.09
17929,11,2,286.18
17937,228,11,1112.82
17949,159,2,73.78
17950,257,19,6958.08
17951,177,8,923.54
17954,120,39,7397.5
17961,19,29,10506.07
17964,343,23,4756.07
17965,43,45,5401.42
17967,334,26,5068.82
17968,360,31,9082.81
17969,227,3,154.04
17975,20,35,13291.35
17976,342,33,5854.97
17978,259,4,627.21
17980,204,7,749.69
17988,112,11,2010.99
17990,173,8,1102.91
17999,269,17,4175.66
18004,236,18,3327.94
18008,71,5,512.3199999999999
18011,350,13,1796.8899999999999
18016,41,23,3221.05
18017,19,1,26.06
18032,143,3,65.95
18037,89,7,524.4
18041,19,95,16700.14
18043,276,28,5479.86
18044,221,3,854.98
18050,206,5,742.62
18055,27,50,10059.18
18061,92,6,1276.47
18062,159,3,131.5
18065,195,17,1847.42
18069,117,33,5788.01
18071,264,4,662.56
18074,364,12,1914.77
18075,46,19,3125.77
18077,74,32,5682.43
18085,125,15,2429.15
18092,125,12,1694.83
18095,33,12,1428.84
18097,169,11,1588.01
18102,259,14,2310.0
18106,123,19,3281.68
18109,106,33,3877.16
18113,299,1,122.25
18116,169,77,11599.6
18118,107,120,23052.98
18119,286,12,1887.28
18125,49,45,11536.85
18136,79,10,1773.29
18141,223,1,36.38
18144,72,5,619.98
18145,34,24,4336.78
18156,318,34,3779.77
18161,80,8,863.7
18168,210,29,4230.77
18171,141,9,1408.01
18176,173,13,2901.91
18178,13,15,3224.14
18179,111,13,2038.13
18190,105,6,487.72
18193,270,1,14.9
18198,21,15,2510.68
18202,24,17,4885.18
18212,109,21,3212.63
18219,220,12,1245.18
18223,88,32,4800.78
18225,257,2,122.21000000000001
18226,131,11,1253.66
18229,124,13,2589.02
18230,203,2,146.99
18233,109,1,105.5
18239,35,27,6503.32
18245,34,30,8031.45
18250,19,6,2661.48
18256,180,2,74.56
18259,271,3,822.67
18260,88,19,2995.4700000000003
18269,195,2,153.06
18277,70,1,304.0
18283,83,53,7080.51
